workflow,inputsize,task,machine,time,memory
bacass,3637252230,nfcore_bacass:bacass:fastqc,c2,50000,1560313856
bacass,3637252230,nfcore_bacass:bacass:fastqc,local,50000,1439453184
bacass,3637252230,nfcore_bacass:bacass:fastqc,n1,65000,1452531712
bacass,3637252230,nfcore_bacass:bacass:fastqc,n2,56000,1437118464
bacass,3637252230,nfcore_bacass:bacass:kraken2,asok01,201000,8476188672
bacass,3637252230,nfcore_bacass:bacass:kraken2,asok02,146000,8480538624
bacass,3637252230,nfcore_bacass:bacass:kraken2,c2,128000,8481193984
bacass,3637252230,nfcore_bacass:bacass:kraken2,local,216000,8470454272
bacass,3637252230,nfcore_bacass:bacass:kraken2,n1,410000,8506855424
bacass,3637252230,nfcore_bacass:bacass:kraken2,n2,430000,8474189824
bacass,3637252230,nfcore_bacass:bacass:prokka,asok01,384000,262668288
bacass,3637252230,nfcore_bacass:bacass:prokka,asok02,402000,265789440
bacass,3637252230,nfcore_bacass:bacass:prokka,c2,237000,263245824
bacass,3637252230,nfcore_bacass:bacass:prokka,local,220000,255795200
bacass,3637252230,nfcore_bacass:bacass:prokka,n1,326000,264368128
bacass,3637252230,nfcore_bacass:bacass:prokka,n2,265000,258662400
bacass,3637252230,nfcore_bacass:bacass:skewer,asok01,2442000,11210752
bacass,3637252230,nfcore_bacass:bacass:skewer,asok02,2433000,10424320
bacass,3637252230,nfcore_bacass:bacass:skewer,c2,1883000,10559488
bacass,3637252230,nfcore_bacass:bacass:skewer,local,1807000,10870784
bacass,3637252230,nfcore_bacass:bacass:skewer,n1,2645000,10989568
bacass,3637252230,nfcore_bacass:bacass:skewer,n2,2109000,10461184
bacass,3637252230,nfcore_bacass:bacass:unicycler,asok01,24154000,7597780992
bacass,3637252230,nfcore_bacass:bacass:unicycler,asok02,24045000,7586791424
bacass,3637252230,nfcore_bacass:bacass:unicycler,c2,8319000,7596421120
bacass,3637252230,nfcore_bacass:bacass:unicycler,local,12552000,7595675648
bacass,3637252230,nfcore_bacass:bacass:unicycler,n1,10906000,7591505920
bacass,3637252230,nfcore_bacass:bacass:unicycler,n2,9242000,7590080512
bacass,4352562006,nfcore_bacass:bacass:fastqc,asok01,125000,1512042496
bacass,4352562006,nfcore_bacass:bacass:fastqc,asok02,124000,1563148288
bacass,4352562006,nfcore_bacass:bacass:fastqc,c2,60000,1495166976
bacass,4352562006,nfcore_bacass:bacass:fastqc,local,60000,1432481792
bacass,4352562006,nfcore_bacass:bacass:fastqc,n1,78000,1553539072
bacass,4352562006,nfcore_bacass:bacass:fastqc,n2,66000,1435787264
bacass,4352562006,nfcore_bacass:bacass:kraken2,asok01,228000,8482824192
bacass,4352562006,nfcore_bacass:bacass:kraken2,asok02,172000,8487817216
bacass,4352562006,nfcore_bacass:bacass:kraken2,c2,165000,8477872128
bacass,4352562006,nfcore_bacass:bacass:kraken2,local,242000,8481968128
bacass,4352562006,nfcore_bacass:bacass:kraken2,n1,506000,8485728256
bacass,4352562006,nfcore_bacass:bacass:kraken2,n2,375000,8486318080
bacass,4352562006,nfcore_bacass:bacass:prokka,asok01,400000,285396992
bacass,4352562006,nfcore_bacass:bacass:prokka,asok02,399000,283074560
bacass,4352562006,nfcore_bacass:bacass:prokka,c2,226000,284938240
bacass,4352562006,nfcore_bacass:bacass:prokka,local,249000,284831744
bacass,4352562006,nfcore_bacass:bacass:prokka,n1,344000,284954624
bacass,4352562006,nfcore_bacass:bacass:prokka,n2,241000,285134848
bacass,4352562006,nfcore_bacass:bacass:skewer,asok01,2962000,10637312
bacass,4352562006,nfcore_bacass:bacass:skewer,asok02,2945000,10874880
bacass,4352562006,nfcore_bacass:bacass:skewer,c2,2274000,11186176
bacass,4352562006,nfcore_bacass:bacass:skewer,local,2190000,10407936
bacass,4352562006,nfcore_bacass:bacass:skewer,n1,3224000,10821632
bacass,4352562006,nfcore_bacass:bacass:skewer,n2,2557000,10637312
bacass,4352562006,nfcore_bacass:bacass:unicycler,asok01,22599000,7603707904
bacass,4352562006,nfcore_bacass:bacass:unicycler,asok02,22401000,7602700288
bacass,4352562006,nfcore_bacass:bacass:unicycler,c2,7923000,7602978816
bacass,4352562006,nfcore_bacass:bacass:unicycler,local,11932000,7600472064
bacass,4352562006,nfcore_bacass:bacass:unicycler,n1,10743000,7600697344
bacass,4352562006,nfcore_bacass:bacass:unicycler,n2,8915000,7602155520
chipseq,3793245764,bigwig,asok01,382303,2014171136
chipseq,3793245764,bigwig,asok02,405366,2014502912
chipseq,3793245764,bigwig,c2,168481,2013646848
chipseq,3793245764,bigwig,n1,262667,2013724672
chipseq,3793245764,bigwig,n2,192867,2013806592
chipseq,3793245764,bwa_mem,asok01,1050372,9350746112
chipseq,3793245764,bwa_mem,asok02,1073734,9354211328
chipseq,3793245764,bwa_mem,c2,645082,9335717888
chipseq,3793245764,bwa_mem,n1,832197,9334620160
chipseq,3793245764,bwa_mem,n2,699047,9330647040
chipseq,3793245764,fastqc,asok01,160035,1081032704
chipseq,3793245764,fastqc,asok02,158790,1128468480
chipseq,3793245764,fastqc,c2,79548,1040723968
chipseq,3793245764,fastqc,n1,102711,1093517312
chipseq,3793245764,fastqc,n2,88481,1042452480
chipseq,3793245764,merged_bam,asok01,702429,8043687936
chipseq,3793245764,merged_bam,asok02,712734,7906521088
chipseq,3793245764,merged_bam,c2,323957,7926411264
chipseq,3793245764,merged_bam,n1,439943,8261308416
chipseq,3793245764,merged_bam,n2,363231,7899070464
chipseq,3793245764,merged_bam_filter,asok01,371869,18087936
chipseq,3793245764,merged_bam_filter,asok02,370514,18911232
chipseq,3793245764,merged_bam_filter,c2,224180,14995456
chipseq,3793245764,merged_bam_filter,n1,350063,19550208
chipseq,3793245764,merged_bam_filter,n2,248691,16818176
chipseq,3793245764,phantompeakqualtools,asok01,667324,811053056
chipseq,3793245764,phantompeakqualtools,asok02,660962,811065344
chipseq,3793245764,phantompeakqualtools,c2,283442,811130880
chipseq,3793245764,phantompeakqualtools,n1,405178,811479040
chipseq,3793245764,phantompeakqualtools,n2,308038,811425792
chipseq,3793245764,picard_metrics,asok01,135756,1223139328
chipseq,3793245764,picard_metrics,asok02,133701,1046708224
chipseq,3793245764,picard_metrics,c2,88327,1250144256
chipseq,3793245764,picard_metrics,n1,102844,1236742144
chipseq,3793245764,picard_metrics,n2,93759,1223610368
chipseq,3793245764,plotprofile,asok01,700124,2200571904
chipseq,3793245764,plotprofile,asok02,720617,2212405248
chipseq,3793245764,plotprofile,c2,394245,2244972544
chipseq,3793245764,plotprofile,n1,701564,2178977792
chipseq,3793245764,plotprofile,n2,442166,2246275072
chipseq,3793245764,preseq,asok01,274133,15024128
chipseq,3793245764,preseq,asok02,273036,15929344
chipseq,3793245764,preseq,c2,129116,13807616
chipseq,3793245764,preseq,n1,217961,12013568
chipseq,3793245764,preseq,n2,147131,18968576
chipseq,3793245764,sort_bam,asok01,175859,5755756544
chipseq,3793245764,sort_bam,asok02,172728,5755826176
chipseq,3793245764,sort_bam,c2,95919,5755457536
chipseq,3793245764,sort_bam,n1,139614,5755723776
chipseq,3793245764,sort_bam,n2,111278,5755617280
chipseq,3793245764,trimgalore,asok01,295951,2109423616
chipseq,3793245764,trimgalore,asok02,306091,2122973184
chipseq,3793245764,trimgalore,c2,181765,2254684160
chipseq,3793245764,trimgalore,n1,260790,2152996864
chipseq,3793245764,trimgalore,n2,196891,2132058112
chipseq,4605965334,bigwig,asok01,402579,2014048256
chipseq,4605965334,bigwig,asok02,401364,2014429184
chipseq,4605965334,bigwig,c2,176889,2013966336
chipseq,4605965334,bigwig,local,215426,2014191616
chipseq,4605965334,bigwig,n1,279341,2013929472
chipseq,4605965334,bigwig,n2,194211,2013892608
chipseq,4605965334,bwa_mem,asok01,1381565,9852297216
chipseq,4605965334,bwa_mem,asok02,1381994,9867124736
chipseq,4605965334,bwa_mem,c2,831249,9846435840
chipseq,4605965334,bwa_mem,local,914792,9857683456
chipseq,4605965334,bwa_mem,n1,1213221,9848369152
chipseq,4605965334,bwa_mem,n2,980985,9857454080
chipseq,4605965334,fastqc,asok01,195619,1044635648
chipseq,4605965334,fastqc,asok02,193665,1038258176
chipseq,4605965334,fastqc,c2,86255,1155186688
chipseq,4605965334,fastqc,local,94321,1041981440
chipseq,4605965334,fastqc,n1,121410,1040355328
chipseq,4605965334,fastqc,n2,101362,1119932416
chipseq,4605965334,merged_bam,asok01,860910,8494297088
chipseq,4605965334,merged_bam,asok02,847603,8504152064
chipseq,4605965334,merged_bam,c2,376284,8484118528
chipseq,4605965334,merged_bam,local,476545,8483893248
chipseq,4605965334,merged_bam,n1,498359,8485498880
chipseq,4605965334,merged_bam,n2,417467,8476819456
chipseq,4605965334,merged_bam_filter,asok01,394827,19046400
chipseq,4605965334,merged_bam_filter,asok02,394226,19566592
chipseq,4605965334,merged_bam_filter,c2,229348,14094336
chipseq,4605965334,merged_bam_filter,local,279760,14057472
chipseq,4605965334,merged_bam_filter,n1,353312,20963328
chipseq,4605965334,merged_bam_filter,n2,255325,20262912
chipseq,4605965334,phantompeakqualtools,asok01,688502,867262464
chipseq,4605965334,phantompeakqualtools,asok02,696581,867016704
chipseq,4605965334,phantompeakqualtools,c2,292150,867115008
chipseq,4605965334,phantompeakqualtools,local,395745,866967552
chipseq,4605965334,phantompeakqualtools,n1,412111,866852864
chipseq,4605965334,phantompeakqualtools,n2,317804,866926592
chipseq,4605965334,picard_metrics,asok01,147104,927199232
chipseq,4605965334,picard_metrics,asok02,143740,1222500352
chipseq,4605965334,picard_metrics,c2,67978,913522688
chipseq,4605965334,picard_metrics,local,76515,1282600960
chipseq,4605965334,picard_metrics,n1,84029,905752576
chipseq,4605965334,picard_metrics,n2,77677,1212358656
chipseq,4605965334,plotprofile,asok01,715064,2191540224
chipseq,4605965334,plotprofile,asok02,704603,2203738112
chipseq,4605965334,plotprofile,c2,390378,2229174272
chipseq,4605965334,plotprofile,local,686830,2203193344
chipseq,4605965334,plotprofile,n1,689343,2185728000
chipseq,4605965334,plotprofile,n2,438403,2191360000
chipseq,4605965334,preseq,asok01,325110,19357696
chipseq,4605965334,preseq,asok02,329901,10170368
chipseq,4605965334,preseq,c2,149641,10072064
chipseq,4605965334,preseq,local,204363,10280960
chipseq,4605965334,preseq,n1,234492,10096640
chipseq,4605965334,preseq,n2,166159,10174464
chipseq,4605965334,sort_bam,asok01,237082,5752692736
chipseq,4605965334,sort_bam,asok02,204508,5753253888
chipseq,4605965334,sort_bam,c2,108320,5752315904
chipseq,4605965334,sort_bam,local,149323,5752778752
chipseq,4605965334,sort_bam,n1,143951,5752729600
chipseq,4605965334,sort_bam,n2,116210,5752373248
chipseq,4605965334,trimgalore,asok01,351919,2832822272
chipseq,4605965334,trimgalore,asok02,357182,2916618240
chipseq,4605965334,trimgalore,c2,205947,2883117056
chipseq,4605965334,trimgalore,local,251051,2800607232
chipseq,4605965334,trimgalore,n1,303999,2859786240
chipseq,4605965334,trimgalore,n2,243848,2793848832
chipseq,4807293396,bigwig,asok01,115168,2013573120
chipseq,4807293396,bigwig,asok02,116236,2013614080
chipseq,4807293396,bigwig,c2,50996,2013679616
chipseq,4807293396,bigwig,local,56092,2013425664
chipseq,4807293396,bigwig,n1,75089,2013569024
chipseq,4807293396,bigwig,n2,57414,2013360128
chipseq,4807293396,bwa_mem,asok01,1404783,9778204672
chipseq,4807293396,bwa_mem,asok02,1340332,9776295936
chipseq,4807293396,bwa_mem,c2,806125,9778372608
chipseq,4807293396,bwa_mem,local,880230,9780850688
chipseq,4807293396,bwa_mem,n1,1166296,9774727168
chipseq,4807293396,bwa_mem,n2,938399,9775783936
chipseq,4807293396,fastqc,asok01,212568,1042681856
chipseq,4807293396,fastqc,asok02,205604,1076424704
chipseq,4807293396,fastqc,c2,108715,1062416384
chipseq,4807293396,fastqc,local,100370,1040834560
chipseq,4807293396,fastqc,n1,127396,1152876544
chipseq,4807293396,fastqc,n2,109302,1042313216
chipseq,4807293396,macs2,asok01,310163,806551552
chipseq,4807293396,macs2,asok02,289223,806535168
chipseq,4807293396,macs2,c2,154582,806117376
chipseq,4807293396,macs2,local,245907,806547456
chipseq,4807293396,macs2,n1,309297,806182912
chipseq,4807293396,macs2,n2,166725,805957632
chipseq,4807293396,macs2_annotate,asok01,166582,1415933952
chipseq,4807293396,macs2_annotate,asok02,165804,1415458816
chipseq,4807293396,macs2_annotate,c2,71198,1414483968
chipseq,4807293396,macs2_annotate,local,105607,1405702144
chipseq,4807293396,macs2_annotate,n1,139163,1414955008
chipseq,4807293396,macs2_annotate,n2,79117,1415348224
chipseq,4807293396,merged_bam,asok01,819507,8501190656
chipseq,4807293396,merged_bam,asok02,814776,8500473856
chipseq,4807293396,merged_bam,c2,341959,8510525440
chipseq,4807293396,merged_bam,local,443374,8511959040
chipseq,4807293396,merged_bam,n1,450543,8503214080
chipseq,4807293396,merged_bam,n2,389444,8510156800
chipseq,4807293396,merged_bam_filter,asok01,104887,14417920
chipseq,4807293396,merged_bam_filter,asok02,104432,14356480
chipseq,4807293396,merged_bam_filter,c2,60040,14155776
chipseq,4807293396,merged_bam_filter,local,72589,14073856
chipseq,4807293396,merged_bam_filter,n1,92316,16314368
chipseq,4807293396,merged_bam_filter,n2,66370,14049280
chipseq,4807293396,phantompeakqualtools,asok01,150819,311300096
chipseq,4807293396,phantompeakqualtools,asok02,152047,310685696
chipseq,4807293396,phantompeakqualtools,c2,66912,310906880
chipseq,4807293396,phantompeakqualtools,local,92554,310792192
chipseq,4807293396,phantompeakqualtools,n1,96886,311037952
chipseq,4807293396,phantompeakqualtools,n2,75395,310894592
chipseq,4807293396,picard_metrics,asok01,56096,900321280
chipseq,4807293396,picard_metrics,asok02,57686,903999488
chipseq,4807293396,picard_metrics,c2,27327,916340736
chipseq,4807293396,picard_metrics,local,29075,906207232
chipseq,4807293396,picard_metrics,n1,35264,1040162816
chipseq,4807293396,picard_metrics,n2,32711,1065504768
chipseq,4807293396,plotfingerprint,asok01,214594,1339203584
chipseq,4807293396,plotfingerprint,asok02,216047,1335054336
chipseq,4807293396,plotfingerprint,c2,122555,1335382016
chipseq,4807293396,plotfingerprint,local,158125,1336102912
chipseq,4807293396,plotfingerprint,n1,171337,1335664640
chipseq,4807293396,plotfingerprint,n2,129807,1336070144
chipseq,4807293396,plotprofile,asok01,693993,2254839808
chipseq,4807293396,plotprofile,asok02,724755,2265931776
chipseq,4807293396,plotprofile,c2,382913,2162728960
chipseq,4807293396,plotprofile,local,683413,2295889920
chipseq,4807293396,plotprofile,n1,690224,2219331584
chipseq,4807293396,plotprofile,n2,434666,2055372800
chipseq,4807293396,preseq,asok01,333272,16289792
chipseq,4807293396,preseq,asok02,334142,14848000
chipseq,4807293396,preseq,c2,156455,19632128
chipseq,4807293396,preseq,local,210438,12238848
chipseq,4807293396,preseq,n1,241841,13168640
chipseq,4807293396,preseq,n2,171222,10129408
chipseq,4807293396,sort_bam,asok01,230306,5759315968
chipseq,4807293396,sort_bam,asok02,189716,5759746048
chipseq,4807293396,sort_bam,c2,92304,5759275008
chipseq,4807293396,sort_bam,local,137328,5759115264
chipseq,4807293396,sort_bam,n1,133082,5759283200
chipseq,4807293396,sort_bam,n2,104996,5759610880
chipseq,4807293396,trimgalore,asok01,376790,3100135424
chipseq,4807293396,trimgalore,asok02,381735,3077087232
chipseq,4807293396,trimgalore,c2,220952,3016290304
chipseq,4807293396,trimgalore,local,275099,2954379264
chipseq,4807293396,trimgalore,n1,331973,2964987904
chipseq,4807293396,trimgalore,n2,260326,3067981824
chipseq,5058052541,bigwig,asok01,133966,2013626368
chipseq,5058052541,bigwig,asok02,142539,2013548544
chipseq,5058052541,bigwig,c2,61686,2013138944
chipseq,5058052541,bigwig,n1,92000,2013515776
chipseq,5058052541,bigwig,n2,69154,2013233152
chipseq,5058052541,bwa_mem,asok01,1398196,9642422272
chipseq,5058052541,bwa_mem,asok02,1394047,9637007360
chipseq,5058052541,bwa_mem,c2,799734,9613205504
chipseq,5058052541,bwa_mem,n1,1090493,9622196224
chipseq,5058052541,bwa_mem,n2,913317,9618460672
chipseq,5058052541,fastqc,asok01,215538,1086550016
chipseq,5058052541,fastqc,asok02,216555,1042132992
chipseq,5058052541,fastqc,c2,107319,1084923904
chipseq,5058052541,fastqc,n1,270564,1043673088
chipseq,5058052541,fastqc,n2,260415,1042137088
chipseq,5058052541,macs2,asok01,301571,801746944
chipseq,5058052541,macs2,asok02,313507,787173376
chipseq,5058052541,macs2,c2,158675,800899072
chipseq,5058052541,macs2,n1,335163,787668992
chipseq,5058052541,macs2,n2,178025,801820672
chipseq,5058052541,macs2_annotate,asok01,168746,1458937856
chipseq,5058052541,macs2_annotate,asok02,170153,1458950144
chipseq,5058052541,macs2_annotate,c2,72568,1459724288
chipseq,5058052541,macs2_annotate,n1,139671,1459843072
chipseq,5058052541,macs2_annotate,n2,80800,1445879808
chipseq,5058052541,merged_bam,asok01,867493,8711839744
chipseq,5058052541,merged_bam,asok02,879835,8718774272
chipseq,5058052541,merged_bam,c2,376410,8714084352
chipseq,5058052541,merged_bam,n1,520103,8731865088
chipseq,5058052541,merged_bam,n2,420613,8716931072
chipseq,5058052541,merged_bam_filter,asok01,126950,20660224
chipseq,5058052541,merged_bam_filter,asok02,126184,22200320
chipseq,5058052541,merged_bam_filter,c2,74592,13869056
chipseq,5058052541,merged_bam_filter,n1,117941,20230144
chipseq,5058052541,merged_bam_filter,n2,83497,14016512
chipseq,5058052541,phantompeakqualtools,asok01,186375,396873728
chipseq,5058052541,phantompeakqualtools,asok02,189927,396718080
chipseq,5058052541,phantompeakqualtools,c2,83895,394260480
chipseq,5058052541,phantompeakqualtools,n1,121926,394260480
chipseq,5058052541,phantompeakqualtools,n2,90297,394231808
chipseq,5058052541,picard_metrics,asok01,63528,950947840
chipseq,5058052541,picard_metrics,asok02,68415,966787072
chipseq,5058052541,picard_metrics,c2,30948,954449920
chipseq,5058052541,picard_metrics,n1,45881,1069723648
chipseq,5058052541,picard_metrics,n2,40779,1077370880
chipseq,5058052541,plotfingerprint,asok01,230457,1337622528
chipseq,5058052541,plotfingerprint,asok02,228910,1337655296
chipseq,5058052541,plotfingerprint,c2,139512,1336885248
chipseq,5058052541,plotfingerprint,n1,195048,1340997632
chipseq,5058052541,plotfingerprint,n2,143544,1338613760
chipseq,5058052541,plotprofile,asok01,708096,2317455360
chipseq,5058052541,plotprofile,asok02,716033,2237296640
chipseq,5058052541,plotprofile,c2,380743,2185568256
chipseq,5058052541,plotprofile,n1,691319,2157899776
chipseq,5058052541,plotprofile,n2,437510,2175213568
chipseq,5058052541,preseq,asok01,349396,11567104
chipseq,5058052541,preseq,asok02,351798,17408000
chipseq,5058052541,preseq,c2,167643,14450688
chipseq,5058052541,preseq,n1,277411,10235904
chipseq,5058052541,preseq,n2,187124,19304448
chipseq,5058052541,sort_bam,asok01,203356,5759668224
chipseq,5058052541,sort_bam,asok02,196974,5759389696
chipseq,5058052541,sort_bam,c2,97107,5759172608
chipseq,5058052541,sort_bam,n1,147662,5759475712
chipseq,5058052541,sort_bam,n2,109359,5759524864
chipseq,5058052541,trimgalore,asok01,408235,3328184320
chipseq,5058052541,trimgalore,asok02,420173,3330813952
chipseq,5058052541,trimgalore,c2,248202,3519377408
chipseq,5058052541,trimgalore,n1,353945,3336454144
chipseq,5058052541,trimgalore,n2,270972,3508989952
chipseq,32978181418,bigwig,asok01,1786783,2016780288
chipseq,32978181418,bigwig,asok02,1762852,2016768000
chipseq,32978181418,bigwig,c2,782519,2015649792
chipseq,32978181418,bigwig,local,1018233,2016550912
chipseq,32978181418,bigwig,n1,1082030,2016346112
chipseq,32978181418,bigwig,n2,892453,2016641024
chipseq,32978181418,bwa_mem,asok01,8392209,9325637632
chipseq,32978181418,bwa_mem,asok02,8388920,9329078272
chipseq,32978181418,bwa_mem,c2,5115989,9326989312
chipseq,32978181418,bwa_mem,local,5486289,9322647552
chipseq,32978181418,bwa_mem,n1,6838246,9325768704
chipseq,32978181418,bwa_mem,n2,5465252,9316454400
chipseq,32978181418,fastqc,asok01,1361699,1038020608
chipseq,32978181418,fastqc,asok02,1373082,1041186816
chipseq,32978181418,fastqc,c2,598362,1037647872
chipseq,32978181418,fastqc,local,665408,1037496320
chipseq,32978181418,fastqc,n1,788534,1035862016
chipseq,32978181418,fastqc,n2,663425,1036976128
chipseq,32978181418,macs2,asok01,3116958,4956614656
chipseq,32978181418,macs2,asok02,2664105,4956549120
chipseq,32978181418,macs2,c2,1419676,4950138880
chipseq,32978181418,macs2,local,2328379,4957224960
chipseq,32978181418,macs2,n1,1850454,4956291072
chipseq,32978181418,macs2,n2,1672857,4952559616
chipseq,32978181418,macs2_annotate,asok01,161926,1344782336
chipseq,32978181418,macs2_annotate,asok02,160002,1344851968
chipseq,32978181418,macs2_annotate,c2,73444,1344376832
chipseq,32978181418,macs2_annotate,local,103666,1344303104
chipseq,32978181418,macs2_annotate,n1,90494,1344323584
chipseq,32978181418,macs2_annotate,n2,76758,1330184192
chipseq,32978181418,merged_bam,asok01,5455680,7265513472
chipseq,32978181418,merged_bam,asok02,5570354,7254069248
chipseq,32978181418,merged_bam,c2,2483675,7098195968
chipseq,32978181418,merged_bam,local,3047527,7177003008
chipseq,32978181418,merged_bam,n1,3076338,7085473792
chipseq,32978181418,merged_bam,n2,2704887,7032946688
chipseq,32978181418,merged_bam_filter,asok01,1694081,16867328
chipseq,32978181418,merged_bam_filter,asok02,1676288,22618112
chipseq,32978181418,merged_bam_filter,c2,978717,14184448
chipseq,32978181418,merged_bam_filter,local,1231180,14290944
chipseq,32978181418,merged_bam_filter,n1,1300617,22560768
chipseq,32978181418,merged_bam_filter,n2,1072915,16748544
chipseq,32978181418,phantompeakqualtools,asok01,3691876,3820408832
chipseq,32978181418,phantompeakqualtools,asok02,3460417,3820494848
chipseq,32978181418,phantompeakqualtools,c2,1519701,3830243328
chipseq,32978181418,phantompeakqualtools,local,1906970,3820990464
chipseq,32978181418,phantompeakqualtools,n1,1932365,3828502528
chipseq,32978181418,phantompeakqualtools,n2,1652355,3829747712
chipseq,32978181418,picard_metrics,asok01,572149,1216372736
chipseq,32978181418,picard_metrics,asok02,593926,1224531968
chipseq,32978181418,picard_metrics,c2,273173,1237139456
chipseq,32978181418,picard_metrics,local,308422,1226252288
chipseq,32978181418,picard_metrics,n1,317791,1229500416
chipseq,32978181418,picard_metrics,n2,312717,1223602176
chipseq,32978181418,plotfingerprint,asok01,704553,1575796736
chipseq,32978181418,plotfingerprint,asok02,457086,1562038272
chipseq,32978181418,plotfingerprint,c2,249703,1557843968
chipseq,32978181418,plotfingerprint,local,423448,1578188800
chipseq,32978181418,plotfingerprint,n1,353679,1559175168
chipseq,32978181418,plotfingerprint,n2,279695,1560334336
chipseq,32978181418,plotprofile,asok01,729722,2219139072
chipseq,32978181418,plotprofile,asok02,721744,2258092032
chipseq,32978181418,plotprofile,c2,398917,2210013184
chipseq,32978181418,plotprofile,local,696819,2229583872
chipseq,32978181418,plotprofile,n1,543532,2267910144
chipseq,32978181418,plotprofile,n2,444325,2208444416
chipseq,32978181418,preseq,asok01,3233122,20754432
chipseq,32978181418,preseq,asok02,3142692,19714048
chipseq,32978181418,preseq,c2,1239835,20402176
chipseq,32978181418,preseq,local,1780775,20951040
chipseq,32978181418,preseq,n1,1610524,19660800
chipseq,32978181418,preseq,n2,1359486,18874368
chipseq,32978181418,sort_bam,asok01,2201704,5759045632
chipseq,32978181418,sort_bam,asok02,1708997,5759094784
chipseq,32978181418,sort_bam,c2,825719,5758808064
chipseq,32978181418,sort_bam,local,1195522,5758885888
chipseq,32978181418,sort_bam,n1,959999,5759164416
chipseq,32978181418,sort_bam,n2,883779,5758988288
chipseq,32978181418,trimgalore,asok01,2555239,4319809536
chipseq,32978181418,trimgalore,asok02,2480857,4286902272
chipseq,32978181418,trimgalore,c2,1538207,4311732224
chipseq,32978181418,trimgalore,local,1766271,4295307264
chipseq,32978181418,trimgalore,n1,1975234,4320919552
chipseq,32978181418,trimgalore,n2,1638274,4314480640
chipseq,41366257414,bigwig,asok01,3214500,2019139584
chipseq,41366257414,bigwig,asok02,3023591,2019082240
chipseq,41366257414,bigwig,c2,1320428,2018979840
chipseq,41366257414,bigwig,local,1842266,2018717696
chipseq,41366257414,bigwig,n1,1815174,2018607104
chipseq,41366257414,bigwig,n2,1515296,2018566144
chipseq,41366257414,bwa_mem,asok01,10145650,9277718528
chipseq,41366257414,bwa_mem,asok02,10142779,9286750208
chipseq,41366257414,bwa_mem,c2,5979153,9267761152
chipseq,41366257414,bwa_mem,local,6634477,9271529472
chipseq,41366257414,bwa_mem,n1,7987913,9276354560
chipseq,41366257414,bwa_mem,n2,6521209,9272520704
chipseq,41366257414,fastqc,asok01,1720967,1036087296
chipseq,41366257414,fastqc,asok02,1730722,1034498048
chipseq,41366257414,fastqc,c2,786626,1038307328
chipseq,41366257414,fastqc,local,816536,1033555968
chipseq,41366257414,fastqc,n1,992528,1033576448
chipseq,41366257414,fastqc,n2,851716,1035186176
chipseq,41366257414,merged_bam,asok01,7059120,7430434816
chipseq,41366257414,merged_bam,asok02,7131154,7045140480
chipseq,41366257414,merged_bam,c2,3167084,7154556928
chipseq,41366257414,merged_bam,local,3907462,7209795584
chipseq,41366257414,merged_bam,n1,3919073,7105961984
chipseq,41366257414,merged_bam,n2,3565205,7111655424
chipseq,41366257414,merged_bam_filter,asok01,2916175,21819392
chipseq,41366257414,merged_bam_filter,asok02,2902015,24215552
chipseq,41366257414,merged_bam_filter,c2,1675295,16920576
chipseq,41366257414,merged_bam_filter,local,2037037,22884352
chipseq,41366257414,merged_bam_filter,n1,2260188,17481728
chipseq,41366257414,merged_bam_filter,n2,1871154,20668416
chipseq,41366257414,phantompeakqualtools,asok01,6378056,6320693248
chipseq,41366257414,phantompeakqualtools,asok02,6114350,6322356224
chipseq,41366257414,phantompeakqualtools,c2,2718851,6326018048
chipseq,41366257414,phantompeakqualtools,local,3286156,6322700288
chipseq,41366257414,phantompeakqualtools,n1,3394809,6324023296
chipseq,41366257414,phantompeakqualtools,n2,2927838,6319915008
chipseq,41366257414,picard_metrics,asok01,933841,1324371968
chipseq,41366257414,picard_metrics,asok02,896507,1368326144
chipseq,41366257414,picard_metrics,c2,445760,1276383232
chipseq,41366257414,picard_metrics,local,512965,1223917568
chipseq,41366257414,picard_metrics,n1,498292,1217732608
chipseq,41366257414,picard_metrics,n2,507371,1267470336
chipseq,41366257414,plotprofile,asok01,739212,2203123712
chipseq,41366257414,plotprofile,asok02,740774,2268418048
chipseq,41366257414,plotprofile,c2,414669,2235428864
chipseq,41366257414,plotprofile,local,714038,2258796544
chipseq,41366257414,plotprofile,n1,557785,2224885760
chipseq,41366257414,plotprofile,n2,455263,2207481856
chipseq,41366257414,preseq,asok01,3381702,19730432
chipseq,41366257414,preseq,asok02,3324848,18268160
chipseq,41366257414,preseq,c2,1394106,19152896
chipseq,41366257414,preseq,local,2058587,19595264
chipseq,41366257414,preseq,n1,1820611,17965056
chipseq,41366257414,preseq,n2,1534108,18206720
chipseq,41366257414,sort_bam,asok01,3030673,5745717248
chipseq,41366257414,sort_bam,asok02,2358640,5745344512
chipseq,41366257414,sort_bam,c2,1108014,5745676288
chipseq,41366257414,sort_bam,local,1676352,5745467392
chipseq,41366257414,sort_bam,n1,1276153,5745086464
chipseq,41366257414,sort_bam,n2,1174376,5745348608
chipseq,41366257414,trimgalore,asok01,3305860,4291600384
chipseq,41366257414,trimgalore,asok02,3063013,4296417280
chipseq,41366257414,trimgalore,c2,1902159,4321902592
chipseq,41366257414,trimgalore,local,2210561,4317204480
chipseq,41366257414,trimgalore,n1,2454126,4321513472
chipseq,41366257414,trimgalore,n2,2033813,4323659776
