workflow,inputsize,task,machine,time,memory
eager,8330435694,adapter_removal,asok01,804250,194977792
eager,8330435694,adapter_removal,asok02,787952,193695744
eager,8330435694,adapter_removal,c2,360589,211013632
eager,8330435694,adapter_removal,local,432899,137863168
eager,8330435694,adapter_removal,n1,524893,198856704
eager,8330435694,adapter_removal,n2,410981,148131840
eager,8330435694,bcftools_stats,asok01,12686,10502144
eager,8330435694,bcftools_stats,asok02,13496,10440704
eager,8330435694,bcftools_stats,c2,6181,10481664
eager,8330435694,bcftools_stats,local,7872,10178560
eager,8330435694,bcftools_stats,n1,8866,10416128
eager,8330435694,bcftools_stats,n2,6761,10387456
eager,8330435694,bwa,asok01,2475139,3983097856
eager,8330435694,bwa,asok02,2472877,3911446528
eager,8330435694,bwa,c2,1216631,3627200512
eager,8330435694,bwa,local,1402931,3983355904
eager,8330435694,bwa,n1,1643358,3968925696
eager,8330435694,bwa,n2,1371525,3698520064
eager,8330435694,damageprofiler,asok01,77478,1821274112
eager,8330435694,damageprofiler,asok02,76006,1795158016
eager,8330435694,damageprofiler,c2,42506,1754370048
eager,8330435694,damageprofiler,local,52131,1806290944
eager,8330435694,damageprofiler,n1,61896,1811828736
eager,8330435694,damageprofiler,n2,46466,1797894144
eager,8330435694,fastqc,asok01,272748,342253568
eager,8330435694,fastqc,asok02,230997,374931456
eager,8330435694,fastqc,c2,104115,341528576
eager,8330435694,fastqc,local,115314,350736384
eager,8330435694,fastqc,n1,154370,363778048
eager,8330435694,fastqc,n2,115828,365260800
eager,8330435694,fastqc_after_clipping,asok01,95541,344690688
eager,8330435694,fastqc_after_clipping,asok02,93527,354144256
eager,8330435694,fastqc_after_clipping,c2,48242,337772544
eager,8330435694,fastqc_after_clipping,local,52260,353705984
eager,8330435694,fastqc_after_clipping,n1,67290,350703616
eager,8330435694,fastqc_after_clipping,n2,53271,335491072
eager,8330435694,genotyping_hc,asok01,5552707,5588656128
eager,8330435694,genotyping_hc,asok02,5518887,5589917696
eager,8330435694,genotyping_hc,c2,2383971,5586153472
eager,8330435694,genotyping_hc,local,2870443,5409779712
eager,8330435694,genotyping_hc,n1,3502399,5594255360
eager,8330435694,genotyping_hc,n2,2586578,5446979584
eager,8330435694,markduplicates,asok01,95246,2863779840
eager,8330435694,markduplicates,asok02,90146,2875318272
eager,8330435694,markduplicates,c2,44565,2881585152
eager,8330435694,markduplicates,local,51812,2486988800
eager,8330435694,markduplicates,n1,57131,2883600384
eager,8330435694,markduplicates,n2,48657,2724237312
eager,8330435694,preseq,asok01,20485,7798784
eager,8330435694,preseq,asok02,19982,7954432
eager,8330435694,preseq,c2,11984,7692288
eager,8330435694,preseq,local,14330,7749632
eager,8330435694,preseq,n1,20679,7741440
eager,8330435694,preseq,n2,13518,7806976
eager,8330435694,qualimap,asok01,54600,1315364864
eager,8330435694,qualimap,asok02,50515,1282482176
eager,8330435694,qualimap,c2,21916,1256755200
eager,8330435694,qualimap,local,28895,1038356480
eager,8330435694,qualimap,n1,29012,1091215360
eager,8330435694,qualimap,n2,22970,1046495232
eager,8330435694,samtools_filter,asok01,13326,10498048
eager,8330435694,samtools_filter,asok02,13476,10797056
eager,8330435694,samtools_filter,c2,5286,10317824
eager,8330435694,samtools_filter,local,8094,10260480
eager,8330435694,samtools_filter,n1,8098,10432512
eager,8330435694,samtools_filter,n2,5742,10182656
eager,8330435694,samtools_flagstat,asok01,9957,6770688
eager,8330435694,samtools_flagstat,asok02,9898,4861952
eager,8330435694,samtools_flagstat,c2,4353,4743168
eager,8330435694,samtools_flagstat,local,5162,4726784
eager,8330435694,samtools_flagstat,n1,7080,6430720
eager,8330435694,samtools_flagstat,n2,5408,6418432
eager,8330435694,samtools_flagstat_after_filter,asok01,2804,6676480
eager,8330435694,samtools_flagstat_after_filter,asok02,2747,6524928
eager,8330435694,samtools_flagstat_after_filter,c2,1424,4616192
eager,8330435694,samtools_flagstat_after_filter,local,1617,4853760
eager,8330435694,samtools_flagstat_after_filter,n1,1877,6385664
eager,8330435694,samtools_flagstat_after_filter,n2,1577,6348800
eager,14754556884,adapter_removal,asok01,1407518,196780032
eager,14754556884,adapter_removal,asok02,1188392,187392000
eager,14754556884,adapter_removal,c2,620937,193368064
eager,14754556884,adapter_removal,n1,948548,124575744
eager,14754556884,adapter_removal,n2,713485,130641920
eager,14754556884,bcftools_stats,asok01,18941,10252288
eager,14754556884,bcftools_stats,asok02,18954,10842112
eager,14754556884,bcftools_stats,c2,9051,10866688
eager,14754556884,bcftools_stats,n1,15017,10407936
eager,14754556884,bcftools_stats,n2,11077,10485760
eager,14754556884,bwa,asok01,4569951,7103053824
eager,14754556884,bwa,asok02,4550325,6636232704
eager,14754556884,bwa,c2,2359310,6869925888
eager,14754556884,bwa,n1,3253683,7016009728
eager,14754556884,bwa,n2,2560290,6444421120
eager,14754556884,damageprofiler,asok01,123729,1955627008
eager,14754556884,damageprofiler,asok02,123999,1966133248
eager,14754556884,damageprofiler,c2,61682,1921298432
eager,14754556884,damageprofiler,n1,94913,2014584832
eager,14754556884,damageprofiler,n2,69302,2006556672
eager,14754556884,fastqc,asok01,335673,401133568
eager,14754556884,fastqc,asok02,333570,406818816
eager,14754556884,fastqc,c2,199401,389996544
eager,14754556884,fastqc,n1,279652,376692736
eager,14754556884,fastqc,n2,204493,410685440
eager,14754556884,fastqc_after_clipping,asok01,164397,392556544
eager,14754556884,fastqc_after_clipping,asok02,161443,352620544
eager,14754556884,fastqc_after_clipping,c2,85594,337604608
eager,14754556884,fastqc_after_clipping,n1,127186,386191360
eager,14754556884,fastqc_after_clipping,n2,94888,348160000
eager,14754556884,genotyping_hc,asok01,7770035,5566287872
eager,14754556884,genotyping_hc,asok02,7709811,5568385024
eager,14754556884,genotyping_hc,c2,3318117,5570674688
eager,14754556884,genotyping_hc,n1,5451079,5447598080
eager,14754556884,genotyping_hc,n2,3657452,5376614400
eager,14754556884,markduplicates,asok01,132963,2566746112
eager,14754556884,markduplicates,asok02,131682,2563231744
eager,14754556884,markduplicates,c2,68289,3035201536
eager,14754556884,markduplicates,n1,97270,3022913536
eager,14754556884,markduplicates,n2,77399,2983964672
eager,14754556884,preseq,asok01,34671,7938048
eager,14754556884,preseq,asok02,34287,7946240
eager,14754556884,preseq,c2,20218,7766016
eager,14754556884,preseq,n1,33445,7327744
eager,14754556884,preseq,n2,21823,7811072
eager,14754556884,qualimap,asok01,63305,1596760064
eager,14754556884,qualimap,asok02,64447,1559977984
eager,14754556884,qualimap,c2,35282,1222868992
eager,14754556884,qualimap,n1,42400,1408770048
eager,14754556884,qualimap,n2,31979,1179734016
eager,14754556884,samtools_filter,asok01,21751,10522624
eager,14754556884,samtools_filter,asok02,18421,11460608
eager,14754556884,samtools_filter,c2,10960,10534912
eager,14754556884,samtools_filter,n1,12875,10326016
eager,14754556884,samtools_filter,n2,9906,10858496
eager,14754556884,samtools_flagstat,asok01,16920,6602752
eager,14754556884,samtools_flagstat,asok02,16898,6737920
eager,14754556884,samtools_flagstat,c2,9206,6746112
eager,14754556884,samtools_flagstat,n1,15515,6299648
eager,14754556884,samtools_flagstat,n2,11799,6565888
eager,14754556884,samtools_flagstat_after_filter,asok01,4629,6483968
eager,14754556884,samtools_flagstat_after_filter,asok02,4562,6766592
eager,14754556884,samtools_flagstat_after_filter,c2,2382,6709248
eager,14754556884,samtools_flagstat_after_filter,n1,3638,6287360
eager,14754556884,samtools_flagstat_after_filter,n2,2772,6402048
eager,19075314980,adapter_removal,asok01,1487290,196902912
eager,19075314980,adapter_removal,asok02,1242732,192679936
eager,19075314980,adapter_removal,c2,665583,196931584
eager,19075314980,adapter_removal,n1,1023123,130191360
eager,19075314980,adapter_removal,n2,753066,130203648
eager,19075314980,bcftools_stats,asok01,20088,10436608
eager,19075314980,bcftools_stats,asok02,18119,10584064
eager,19075314980,bcftools_stats,c2,9288,10940416
eager,19075314980,bcftools_stats,n1,15299,10301440
eager,19075314980,bcftools_stats,n2,11154,10493952
eager,19075314980,bwa,asok01,5526589,7908585472
eager,19075314980,bwa,asok02,5525156,7909220352
eager,19075314980,bwa,c2,2829641,7909203968
eager,19075314980,bwa,n1,3919803,7908859904
eager,19075314980,bwa,n2,3139624,7908384768
eager,19075314980,damageprofiler,asok01,131503,2019680256
eager,19075314980,damageprofiler,asok02,130111,2011258880
eager,19075314980,damageprofiler,c2,72479,2043641856
eager,19075314980,damageprofiler,n1,98953,2015633408
eager,19075314980,damageprofiler,n2,73792,2034741248
eager,19075314980,fastqc,asok01,423689,383787008
eager,19075314980,fastqc,asok02,428594,383672320
eager,19075314980,fastqc,c2,253562,416296960
eager,19075314980,fastqc,n1,304714,411041792
eager,19075314980,fastqc,n2,221676,377524224
eager,19075314980,fastqc_after_clipping,asok01,176083,362262528
eager,19075314980,fastqc_after_clipping,asok02,174504,371175424
eager,19075314980,fastqc_after_clipping,c2,92297,378122240
eager,19075314980,fastqc_after_clipping,n1,135350,355020800
eager,19075314980,fastqc_after_clipping,n2,102366,372928512
eager,19075314980,genotyping_hc,asok01,6643508,5571870720
eager,19075314980,genotyping_hc,asok02,6628652,5585924096
eager,19075314980,genotyping_hc,c2,2839781,5587664896
eager,19075314980,genotyping_hc,n1,4530912,4776337408
eager,19075314980,genotyping_hc,n2,3138085,5441540096
eager,19075314980,markduplicates,asok01,141972,2566262784
eager,19075314980,markduplicates,asok02,142272,2563846144
eager,19075314980,markduplicates,c2,72081,2568314880
eager,19075314980,markduplicates,n1,113010,3070353408
eager,19075314980,markduplicates,n2,82826,3062448128
eager,19075314980,preseq,asok01,36477,8007680
eager,19075314980,preseq,asok02,36892,7901184
eager,19075314980,preseq,c2,19789,7852032
eager,19075314980,preseq,n1,38342,7671808
eager,19075314980,preseq,n2,24849,8003584
eager,19075314980,qualimap,asok01,77284,1598365696
eager,19075314980,qualimap,asok02,79840,1535918080
eager,19075314980,qualimap,c2,32937,1545240576
eager,19075314980,qualimap,n1,45554,1480876032
eager,19075314980,qualimap,n2,33649,1465462784
eager,19075314980,samtools_filter,asok01,22147,10678272
eager,19075314980,samtools_filter,asok02,21349,11558912
eager,19075314980,samtools_filter,c2,10923,10199040
eager,19075314980,samtools_filter,n1,17634,10559488
eager,19075314980,samtools_filter,n2,10639,10346496
eager,19075314980,samtools_flagstat,asok01,18532,6492160
eager,19075314980,samtools_flagstat,asok02,18547,6651904
eager,19075314980,samtools_flagstat,c2,10063,6852608
eager,19075314980,samtools_flagstat,n1,15758,6254592
eager,19075314980,samtools_flagstat,n2,12723,6541312
eager,19075314980,samtools_flagstat_after_filter,asok01,4926,4931584
eager,19075314980,samtools_flagstat_after_filter,asok02,4908,6602752
eager,19075314980,samtools_flagstat_after_filter,c2,2413,6701056
eager,19075314980,samtools_flagstat_after_filter,n1,4002,4698112
eager,19075314980,samtools_flagstat_after_filter,n2,2916,6520832
eager,19100037384,adapter_removal,asok01,1500139,195448832
eager,19100037384,adapter_removal,asok02,1269727,193466368
eager,19100037384,adapter_removal,c2,659496,193011712
eager,19100037384,adapter_removal,n1,1003977,122908672
eager,19100037384,adapter_removal,n2,747461,128823296
eager,19100037384,bcftools_stats,asok01,18547,10485760
eager,19100037384,bcftools_stats,asok02,18098,10452992
eager,19100037384,bcftools_stats,c2,9492,10776576
eager,19100037384,bcftools_stats,n1,13312,10428416
eager,19100037384,bcftools_stats,n2,11093,10334208
eager,19100037384,bwa,asok01,5546891,7315509248
eager,19100037384,bwa,asok02,5527647,7910109184
eager,19100037384,bwa,c2,2830248,7909797888
eager,19100037384,bwa,n1,3949046,7908716544
eager,19100037384,bwa,n2,3105422,7909666816
eager,19100037384,damageprofiler,asok01,140598,2016108544
eager,19100037384,damageprofiler,asok02,131235,2022354944
eager,19100037384,damageprofiler,c2,71123,2020175872
eager,19100037384,damageprofiler,n1,102570,2029694976
eager,19100037384,damageprofiler,n2,74581,2028511232
eager,19100037384,fastqc,asok01,436302,388952064
eager,19100037384,fastqc,asok02,428705,392900608
eager,19100037384,fastqc,c2,253457,411348992
eager,19100037384,fastqc,n1,351550,399769600
eager,19100037384,fastqc,n2,256395,389877760
eager,19100037384,fastqc_after_clipping,asok01,176080,358776832
eager,19100037384,fastqc_after_clipping,asok02,174492,369000448
eager,19100037384,fastqc_after_clipping,c2,96287,350584832
eager,19100037384,fastqc_after_clipping,n1,136371,354344960
eager,19100037384,fastqc_after_clipping,n2,104297,357117952
eager,19100037384,genotyping_hc,asok01,6603045,5574238208
eager,19100037384,genotyping_hc,asok02,6524407,5593608192
eager,19100037384,genotyping_hc,c2,2870761,3028332544
eager,19100037384,genotyping_hc,n1,4566314,5395873792
eager,19100037384,genotyping_hc,n2,3203084,5425025024
eager,19100037384,markduplicates,asok01,142449,2565087232
eager,19100037384,markduplicates,asok02,148329,2561961984
eager,19100037384,markduplicates,c2,73947,2574610432
eager,19100037384,markduplicates,n1,113106,2981433344
eager,19100037384,markduplicates,n2,89545,3059089408
eager,19100037384,preseq,asok01,36450,8081408
eager,19100037384,preseq,asok02,36212,7950336
eager,19100037384,preseq,c2,21801,7905280
eager,19100037384,preseq,n1,38190,7651328
eager,19100037384,preseq,n2,24609,7917568
eager,19100037384,qualimap,asok01,68699,1592172544
eager,19100037384,qualimap,asok02,78683,1578684416
eager,19100037384,qualimap,c2,36209,1516494848
eager,19100037384,qualimap,n1,40675,1270337536
eager,19100037384,qualimap,n2,36069,1219014656
eager,19100037384,samtools_filter,asok01,20489,10256384
eager,19100037384,samtools_filter,asok02,23689,11415552
eager,19100037384,samtools_filter,c2,11760,10473472
eager,19100037384,samtools_filter,n1,13755,10117120
eager,19100037384,samtools_filter,n2,13767,10293248
eager,19100037384,samtools_flagstat,asok01,18553,6631424
eager,19100037384,samtools_flagstat,asok02,18604,6787072
eager,19100037384,samtools_flagstat,c2,10068,6725632
eager,19100037384,samtools_flagstat,n1,15285,6103040
eager,19100037384,samtools_flagstat,n2,11733,6524928
eager,19100037384,samtools_flagstat_after_filter,asok01,4996,6512640
eager,19100037384,samtools_flagstat_after_filter,asok02,5021,6602752
eager,19100037384,samtools_flagstat_after_filter,c2,2581,4739072
eager,19100037384,samtools_flagstat_after_filter,n1,3977,6193152
eager,19100037384,samtools_flagstat_after_filter,n2,2906,6524928
eager,19132169434,adapter_removal,asok01,1509824,191586304
eager,19132169434,adapter_removal,asok02,1253146,196993024
eager,19132169434,adapter_removal,c2,666477,194220032
eager,19132169434,adapter_removal,n1,1015839,132730880
eager,19132169434,adapter_removal,n2,763978,123027456
eager,19132169434,bcftools_stats,asok01,18374,10211328
eager,19132169434,bcftools_stats,asok02,18221,10768384
eager,19132169434,bcftools_stats,c2,9142,10616832
eager,19132169434,bcftools_stats,n1,15017,10231808
eager,19132169434,bcftools_stats,n2,9940,10625024
eager,19132169434,bwa,asok01,5548831,7373320192
eager,19132169434,bwa,asok02,5557892,7910563840
eager,19132169434,bwa,c2,2862808,6909566976
eager,19132169434,bwa,n1,3962147,7909724160
eager,19132169434,bwa,n2,3152217,6909194240
eager,19132169434,damageprofiler,asok01,128537,2010828800
eager,19132169434,damageprofiler,asok02,140086,2045595648
eager,19132169434,damageprofiler,c2,71203,2038087680
eager,19132169434,damageprofiler,n1,100034,2005700608
eager,19132169434,damageprofiler,n2,78486,2015318016
eager,19132169434,fastqc,asok01,414290,366157824
eager,19132169434,fastqc,asok02,431471,396439552
eager,19132169434,fastqc,c2,255462,425832448
eager,19132169434,fastqc,n1,357488,400678912
eager,19132169434,fastqc,n2,262343,407162880
eager,19132169434,fastqc_after_clipping,asok01,183419,356077568
eager,19132169434,fastqc_after_clipping,asok02,183616,354369536
eager,19132169434,fastqc_after_clipping,c2,95337,355557376
eager,19132169434,fastqc_after_clipping,n1,136329,355397632
eager,19132169434,fastqc_after_clipping,n2,104294,359800832
eager,19132169434,genotyping_hc,asok01,6500992,5581651968
eager,19132169434,genotyping_hc,asok02,6565041,5596430336
eager,19132169434,genotyping_hc,c2,2845669,5614043136
eager,19132169434,genotyping_hc,n1,4454183,5404827648
eager,19132169434,genotyping_hc,n2,3151150,5449142272
eager,19132169434,markduplicates,asok01,136721,2572263424
eager,19132169434,markduplicates,asok02,141963,2558099456
eager,19132169434,markduplicates,c2,71926,2571730944
eager,19132169434,markduplicates,n1,110775,2966409216
eager,19132169434,markduplicates,n2,79207,3070042112
eager,19132169434,preseq,asok01,36770,7962624
eager,19132169434,preseq,asok02,36763,8003584
eager,19132169434,preseq,c2,21811,8093696
eager,19132169434,preseq,n1,36932,7528448
eager,19132169434,preseq,n2,21703,7806976
eager,19132169434,qualimap,asok01,76643,1580318720
eager,19132169434,qualimap,asok02,67567,1558118400
eager,19132169434,qualimap,c2,33225,1182846976
eager,19132169434,qualimap,n1,46282,1323888640
eager,19132169434,qualimap,n2,34930,1191911424
eager,19132169434,samtools_filter,asok01,25244,10252288
eager,19132169434,samtools_filter,asok02,19686,11276288
eager,19132169434,samtools_filter,c2,9398,10412032
eager,19132169434,samtools_filter,n1,13608,10153984
eager,19132169434,samtools_filter,n2,10809,10407936
eager,19132169434,samtools_flagstat,asok01,18628,6516736
eager,19132169434,samtools_flagstat,asok02,18564,6766592
eager,19132169434,samtools_flagstat,c2,10109,4882432
eager,19132169434,samtools_flagstat,n1,16428,6176768
eager,19132169434,samtools_flagstat,n2,11526,6619136
eager,19132169434,samtools_flagstat_after_filter,asok01,5151,4866048
eager,19132169434,samtools_flagstat_after_filter,asok02,4993,6782976
eager,19132169434,samtools_flagstat_after_filter,c2,2753,6627328
eager,19132169434,samtools_flagstat_after_filter,n1,4125,6295552
eager,19132169434,samtools_flagstat_after_filter,n2,3000,6443008
eager,25705994498,adapter_removal,asok01,2437908,197251072
eager,25705994498,adapter_removal,asok02,2450757,195330048
eager,25705994498,adapter_removal,c2,1096640,203132928
eager,25705994498,adapter_removal,local,1321250,137506816
eager,25705994498,adapter_removal,n1,1601835,203689984
eager,25705994498,adapter_removal,n2,1252899,148094976
eager,25705994498,bcftools_stats,asok01,29183,10756096
eager,25705994498,bcftools_stats,asok02,29267,10670080
eager,25705994498,bcftools_stats,c2,13109,10776576
eager,25705994498,bcftools_stats,local,16950,10694656
eager,25705994498,bcftools_stats,n1,20287,10665984
eager,25705994498,bcftools_stats,n2,14775,10620928
eager,25705994498,bwa,asok01,7881404,7921205248
eager,25705994498,bwa,asok02,7872561,7921577984
eager,25705994498,bwa,c2,3963622,7867465728
eager,25705994498,bwa,local,4421482,7850807296
eager,25705994498,bwa,n1,5381396,7864946688
eager,25705994498,bwa,n2,4424475,7866556416
eager,25705994498,damageprofiler,asok01,207721,2246225920
eager,25705994498,damageprofiler,asok02,207516,2263937024
eager,25705994498,damageprofiler,c2,102016,2245992448
eager,25705994498,damageprofiler,local,126672,2194325504
eager,25705994498,damageprofiler,n1,148771,2221727744
eager,25705994498,damageprofiler,n2,108842,2209054720
eager,25705994498,fastqc,asok01,806649,342396928
eager,25705994498,fastqc,asok02,655859,369008640
eager,25705994498,fastqc,c2,312271,338948096
eager,25705994498,fastqc,local,393998,393506816
eager,25705994498,fastqc,n1,427629,379543552
eager,25705994498,fastqc,n2,298729,389660672
eager,25705994498,fastqc_after_clipping,asok01,276498,385101824
eager,25705994498,fastqc_after_clipping,asok02,275467,384401408
eager,25705994498,fastqc_after_clipping,c2,133257,367374336
eager,25705994498,fastqc_after_clipping,local,153281,371826688
eager,25705994498,fastqc_after_clipping,n1,194142,370638848
eager,25705994498,fastqc_after_clipping,n2,152360,374865920
eager,25705994498,genotyping_hc,asok01,10657795,5578244096
eager,25705994498,genotyping_hc,asok02,10522335,5565636608
eager,25705994498,genotyping_hc,c2,4401957,5580816384
eager,25705994498,genotyping_hc,local,5594417,5397921792
eager,25705994498,genotyping_hc,n1,6943115,5594222592
eager,25705994498,genotyping_hc,n2,4848044,5452623872
eager,25705994498,markduplicates,asok01,215662,2589519872
eager,25705994498,markduplicates,asok02,219739,2595807232
eager,25705994498,markduplicates,c2,106975,2594615296
eager,25705994498,markduplicates,local,136176,3359555584
eager,25705994498,markduplicates,n1,143311,3341049856
eager,25705994498,markduplicates,n2,118837,3339026432
eager,25705994498,preseq,asok01,59207,8028160
eager,25705994498,preseq,asok02,58981,8073216
eager,25705994498,preseq,c2,34263,7905280
eager,25705994498,preseq,local,43820,7708672
eager,25705994498,preseq,n1,62079,7680000
eager,25705994498,preseq,n2,39163,7774208
eager,25705994498,qualimap,asok01,83645,1597399040
eager,25705994498,qualimap,asok02,86996,1587306496
eager,25705994498,qualimap,c2,46492,1622396928
eager,25705994498,qualimap,local,48137,1623695360
eager,25705994498,qualimap,n1,56140,1592213504
eager,25705994498,qualimap,n2,46033,1617485824
eager,25705994498,samtools_filter,asok01,40953,10432512
eager,25705994498,samtools_filter,asok02,42633,10457088
eager,25705994498,samtools_filter,c2,15774,10010624
eager,25705994498,samtools_filter,local,23243,10063872
eager,25705994498,samtools_filter,n1,22248,10141696
eager,25705994498,samtools_filter,n2,16221,10301440
eager,25705994498,samtools_flagstat,asok01,28438,6606848
eager,25705994498,samtools_flagstat,asok02,28403,6537216
eager,25705994498,samtools_flagstat,c2,14002,4694016
eager,25705994498,samtools_flagstat,local,14139,4653056
eager,25705994498,samtools_flagstat,n1,22558,6393856
eager,25705994498,samtools_flagstat,n2,16182,6557696
eager,25705994498,samtools_flagstat_after_filter,asok01,7801,6643712
eager,25705994498,samtools_flagstat_after_filter,asok02,7980,6647808
eager,25705994498,samtools_flagstat_after_filter,c2,3887,6529024
eager,25705994498,samtools_flagstat_after_filter,local,4184,4640768
eager,25705994498,samtools_flagstat_after_filter,n1,5734,6262784
eager,25705994498,samtools_flagstat_after_filter,n2,4336,6508544
methylseq,6273818718,bismark_align,asok01,802691,82546688
methylseq,6273818718,bismark_align,asok02,814679,84353024
methylseq,6273818718,bismark_align,c2,643820,82378752
methylseq,6273818718,bismark_align,n1,931254,81674240
methylseq,6273818718,bismark_align,n2,598886,82694144
methylseq,6273818718,bismark_deduplicate,asok01,313,11497472
methylseq,6273818718,bismark_deduplicate,asok02,284,11612160
methylseq,6273818718,bismark_deduplicate,c2,420,3149824
methylseq,6273818718,bismark_deduplicate,n1,286,11214848
methylseq,6273818718,bismark_deduplicate,n2,539,3420160
methylseq,6273818718,bismark_methxtract,asok01,15595,37879808
methylseq,6273818718,bismark_methxtract,asok02,15610,37949440
methylseq,6273818718,bismark_methxtract,c2,14842,35295232
methylseq,6273818718,bismark_methxtract,n1,16508,41066496
methylseq,6273818718,bismark_methxtract,n2,15145,30453760
methylseq,6273818718,bismark_report,asok01,1769,25137152
methylseq,6273818718,bismark_report,asok02,1766,84910080
methylseq,6273818718,bismark_report,c2,1607,12242944
methylseq,6273818718,bismark_report,n1,1468,43790336
methylseq,6273818718,bismark_report,n2,1507,12283904
methylseq,6273818718,fastqc,asok01,150723,584110080
methylseq,6273818718,fastqc,asok02,147523,543297536
methylseq,6273818718,fastqc,c2,98432,561819648
methylseq,6273818718,fastqc,n1,103790,547774464
methylseq,6273818718,fastqc,n2,82426,552435712
methylseq,6273818718,qualimap,asok01,5070,175267840
methylseq,6273818718,qualimap,asok02,4552,146575360
methylseq,6273818718,qualimap,c2,4704,127397888
methylseq,6273818718,qualimap,n1,4037,155430912
methylseq,6273818718,qualimap,n2,6133,125108224
methylseq,6273818718,trim_galore,asok01,1121351,252170240
methylseq,6273818718,trim_galore,asok02,1120486,265793536
methylseq,6273818718,trim_galore,c2,875065,249733120
methylseq,6273818718,trim_galore,n1,1059745,253505536
methylseq,6273818718,trim_galore,n2,828915,257318912
methylseq,6761426956,bismark_align,asok01,879262,83480576
methylseq,6761426956,bismark_align,asok02,877255,85049344
methylseq,6761426956,bismark_align,c2,729609,82841600
methylseq,6761426956,bismark_align,n1,1042228,81752064
methylseq,6761426956,bismark_align,n2,575919,82370560
methylseq,6761426956,bismark_deduplicate,asok01,580,11206656
methylseq,6761426956,bismark_deduplicate,asok02,393,11313152
methylseq,6761426956,bismark_deduplicate,c2,317,11321344
methylseq,6761426956,bismark_deduplicate,n1,615,3371008
methylseq,6761426956,bismark_deduplicate,n2,316,11554816
methylseq,6761426956,bismark_methxtract,asok01,17861,41299968
methylseq,6761426956,bismark_methxtract,asok02,18145,36659200
methylseq,6761426956,bismark_methxtract,c2,15827,41771008
methylseq,6761426956,bismark_methxtract,n1,20160,40906752
methylseq,6761426956,bismark_methxtract,n2,16204,40947712
methylseq,6761426956,bismark_report,asok01,1832,50057216
methylseq,6761426956,bismark_report,asok02,1839,45363200
methylseq,6761426956,bismark_report,c2,1555,12513280
methylseq,6761426956,bismark_report,n1,1575,12398592
methylseq,6761426956,bismark_report,n2,1340,43843584
methylseq,6761426956,fastqc,asok01,163665,555458560
methylseq,6761426956,fastqc,asok02,165605,499388416
methylseq,6761426956,fastqc,c2,101471,550744064
methylseq,6761426956,fastqc,n1,108994,543678464
methylseq,6761426956,fastqc,n2,92762,551624704
methylseq,6761426956,qualimap,asok01,5433,147042304
methylseq,6761426956,qualimap,asok02,5418,152219648
methylseq,6761426956,qualimap,c2,4617,153600000
methylseq,6761426956,qualimap,n1,7939,136302592
methylseq,6761426956,qualimap,n2,3102,127406080
methylseq,6761426956,trim_galore,asok01,1204328,253874176
methylseq,6761426956,trim_galore,asok02,1207092,286228480
methylseq,6761426956,trim_galore,c2,951346,306933760
methylseq,6761426956,trim_galore,n1,1153514,245342208
methylseq,6761426956,trim_galore,n2,886936,251535360
methylseq,8885797810,bismark_align,asok01,1133077,82792448
methylseq,8885797810,bismark_align,asok02,1128062,84963328
methylseq,8885797810,bismark_align,c2,986921,82644992
methylseq,8885797810,bismark_align,n1,1309890,82415616
methylseq,8885797810,bismark_align,n2,766902,82661376
methylseq,8885797810,bismark_deduplicate,asok01,689,3084288
methylseq,8885797810,bismark_deduplicate,asok02,459,3256320
methylseq,8885797810,bismark_deduplicate,c2,180,11116544
methylseq,8885797810,bismark_deduplicate,n1,350,11161600
methylseq,8885797810,bismark_deduplicate,n2,152,11214848
methylseq,8885797810,bismark_methxtract,asok01,16600,41324544
methylseq,8885797810,bismark_methxtract,asok02,16972,41676800
methylseq,8885797810,bismark_methxtract,c2,15034,35692544
methylseq,8885797810,bismark_methxtract,n1,18111,41152512
methylseq,8885797810,bismark_methxtract,n2,15911,35733504
methylseq,8885797810,bismark_report,asok01,1781,44318720
methylseq,8885797810,bismark_report,asok02,1842,44908544
methylseq,8885797810,bismark_report,c2,1325,52875264
methylseq,8885797810,bismark_report,n1,1466,43782144
methylseq,8885797810,bismark_report,n2,1375,100122624
methylseq,8885797810,fastqc,asok01,207529,566796288
methylseq,8885797810,fastqc,asok02,208620,562159616
methylseq,8885797810,fastqc,c2,133489,550752256
methylseq,8885797810,fastqc,n1,145591,549769216
methylseq,8885797810,fastqc,n2,118373,558538752
methylseq,8885797810,qualimap,asok01,4694,137232384
methylseq,8885797810,qualimap,asok02,4351,150212608
methylseq,8885797810,qualimap,c2,2788,140345344
methylseq,8885797810,qualimap,n1,4055,146710528
methylseq,8885797810,qualimap,n2,3070,143167488
methylseq,8885797810,trim_galore,asok01,1570441,255184896
methylseq,8885797810,trim_galore,asok02,1584999,260087808
methylseq,8885797810,trim_galore,c2,1226171,253190144
methylseq,8885797810,trim_galore,n1,1507683,256389120
methylseq,8885797810,trim_galore,n2,1156575,255442944
methylseq,11897958606,bismark_align,asok01,1506806,83243008
methylseq,11897958606,bismark_align,asok02,1564021,84807680
methylseq,11897958606,bismark_align,c2,1143742,82788352
methylseq,11897958606,bismark_align,n1,1763347,82157568
methylseq,11897958606,bismark_align,n2,1000586,82440192
methylseq,11897958606,bismark_deduplicate,asok01,636,3207168
methylseq,11897958606,bismark_deduplicate,asok02,574,11390976
methylseq,11897958606,bismark_deduplicate,c2,438,11509760
